0,1,label
1.0579396,0.21790686,#53D385
-1.9836776,11.188221,#33A9CE
9.21457,2.9700484,#FF88AD
12.728398,6.033446,#9440F3
12.615159,5.9545026,#9440F3
12.89257,6.1685305,#9440F3
9.637249,3.1535323,#DDACC9
12.429683,5.859731,#6C00BF
-1.8107485,11.144833,#0094C2
-0.45389062,12.208274,#ADE6A6
12.875744,6.1492567,#9440F3
11.7711935,2.198163,#FFA388
-0.36210445,12.237802,#82AD7D
12.679553,6.000814,#9440F3
12.143023,5.573168,#6C00BF
12.878974,6.1544256,#9440F3
5.125347,15.72102,#D6C300
6.807307,6.2012825,#9189FF
9.837931,14.554307,#804811
11.939576,2.0831506,#FFA388
12.877876,6.152449,#9440F3
11.889046,2.0742657,#FFA388
12.867366,6.14547,#9440F3
7.5301967,14.63055,#BF9F00
12.579525,5.9337816,#9440F3
12.86961,6.1467204,#9440F3
8.016139,15.5336275,#CC6D3D
12.690093,12.351113,#D6221D
8.137101,15.493992,#CC6D3D
8.01798,15.243258,#806B19
5.4389224,14.516879,#D9C566
5.993436,14.273664,#FFB307
4.6974587,15.550751,#FF9F2C
2.1741898,12.749587,#FFFF00
4.684963,15.632045,#FF9F2C
9.153991,15.139247,#BF480D
5.080732,15.704097,#D6C300
7.737408,15.255261,#CC6D3D
4.9764056,15.603753,#FF9F2C
8.159935,15.592512,#CC6D3D
4.7470584,15.6248255,#FF9F2C
4.717439,15.561904,#FF9F2C
7.8887596,13.486776,#B95541
4.8619847,15.960602,#FF9F2C
6.065052,13.693521,#D9C566
4.7949476,15.910705,#FF9F2C
4.7982655,15.973832,#FF9F2C
4.793747,15.959088,#FF9F2C
4.672955,15.360702,#FF9F2C
7.8415313,14.203278,#B95541
4.4331946,15.037029,#FF9F2C
5.0860295,15.747065,#D6C300
8.719551,15.436002,#CC6D3D
9.0855465,14.218798,#FFBB33
5.1226463,15.198688,#FF9F2C
4.802409,15.972298,#FF9F2C
6.040896,16.022375,#FFDF11
7.3369694,13.285151,#B95541
5.541194,14.730297,#FFB307
5.864575,14.176675,#FFB307
7.8431563,15.230165,#806B19
8.177629,15.383638,#CC6D3D
4.9599094,14.530693,#FF9F2C
8.0134,15.487831,#CC6D3D
6.109964,13.857463,#D9C566
8.087555,15.44739,#CC6D3D
2.2700021,12.648783,#FFFF00
4.6951118,15.862978,#FF9F2C
4.716198,15.577282,#FF9F2C
6.7037735,11.818499,#802600
4.712796,14.942869,#FF9F2C
9.472864,11.125501,#ED4C50
9.067766,14.32482,#FFBB33
4.750771,15.717386,#FF9F2C
4.9022975,15.592435,#FF9F2C
4.440785,15.825933,#FF8011
6.514052,12.840565,#BF8219
7.029045,12.3062525,#994C00
2.2883842,12.628256,#FFFF00
7.750641,13.114719,#C77767
7.4657326,12.857652,#C77767
9.5346,12.035749,#FF2F7E
4.6351647,15.803441,#FF9F2C
6.9202156,13.290038,#C11331
7.7710176,13.127599,#C77767
7.003514,12.100902,#994C00
5.7759438,14.561405,#FFB307
7.8982077,13.32849,#C77767
5.0774336,15.259923,#FF9F2C
8.121598,11.966231,#A81111
6.7234592,13.382029,#C11331
5.151648,15.41806,#D6C300
4.8592987,15.578371,#FF9F2C
8.179357,15.444299,#CC6D3D
5.2749763,15.109776,#FFB307
2.2456954,12.678719,#FFFF00
7.9335017,15.442269,#CC6D3D
8.683936,15.476419,#CC6D3D
5.1501713,15.7896,#D6C300
5.4823294,14.889607,#FFB307
7.249703,14.899377,#BF9F00
7.762717,14.535203,#B95541
4.870139,15.934673,#FF9F2C
7.842898,14.994946,#806B19
4.820723,15.950881,#FF9F2C
2.2484226,12.6941395,#FFFF00
8.062318,15.548594,#CC6D3D
8.081704,15.416417,#CC6D3D
8.064336,15.415712,#CC6D3D
8.517538,15.588028,#CC6D3D
9.1612425,15.401019,#BF480D
8.064926,15.513781,#CC6D3D
9.008032,15.549551,#BF480D
8.9566555,15.5381365,#BF480D
8.223307,15.546324,#CC6D3D
8.609712,15.551566,#CC6D3D
8.813175,15.446682,#CC6D3D
8.961335,15.601505,#804811
8.981202,15.588849,#BF480D
9.173026,15.401187,#804811
8.326799,15.464713,#CC6D3D
8.155542,15.426494,#CC6D3D
8.375598,15.651883,#CC6D3D
8.2346325,15.697905,#BF480D
8.999099,15.560025,#804811
-0.313501,12.015227,#B8FFCA
8.110311,15.397392,#CC6D3D
8.960954,15.495082,#BF480D
8.249039,15.525895,#CC6D3D
8.013906,15.300491,#CC6D3D
9.411807,15.302641,#BF480D
8.124402,15.619711,#CC6D3D
9.111395,15.540973,#BF480D
8.833516,15.520161,#CC6D3D
8.030431,15.300866,#CC6D3D
8.006371,15.459124,#CC6D3D
8.904783,15.589651,#BF480D
7.9945,15.438685,#CC6D3D
8.785255,15.582598,#BF480D
8.99459,15.543472,#BF480D
9.426136,15.175598,#804811
8.986107,15.570435,#BF480D
8.08078,15.449385,#CC6D3D
8.043582,15.4789505,#CC6D3D
7.8194695,14.728628,#806B19
6.0445633,16.027176,#FFDF11
8.014283,15.301715,#CC6D3D
2.233507,12.68456,#FFFF00
5.0682454,15.259936,#FF9F2C
5.222161,15.174262,#FF9F2C
9.013593,15.539937,#804811
7.8803296,14.064216,#B95541
5.227868,15.197042,#FF9F2C
7.5520773,14.718359,#806B19
8.055134,15.47649,#CC6D3D
5.249415,15.148439,#FFB307
7.6415052,14.700094,#806B19
6.1630898,13.594219,#D9C566
7.121748,14.891075,#BF9F00
