0,1,label
-10.028178,4.586191,#53D385
5.9843974,-8.252693,#33A9CE
23.83014,-3.323345,#FF88AD
22.665125,-5.0592422,#9440F3
22.576143,-5.026866,#9440F3
22.799908,-5.0569882,#9440F3
23.951265,-3.652963,#DDACC9
22.402561,-5.0169535,#6C00BF
5.923842,-8.392412,#0094C2
4.5154567,6.2626495,#ADE6A6
22.801018,-5.1001916,#9440F3
28.052147,-0.5870911,#FFA388
4.5391254,6.216625,#82AD7D
22.616209,-5.0465865,#9440F3
22.189308,-4.7345667,#6C00BF
22.798412,-5.100015,#9440F3
17.210556,7.113296,#D6C300
19.249132,-8.112172,#9189FF
17.509165,12.480427,#804811
28.187195,-0.8288577,#FFA388
22.808203,-5.0910034,#9440F3
28.102135,-0.64633983,#FFA388
22.79227,-5.0915785,#9440F3
17.514818,9.865244,#BF9F00
22.541214,-5.0115714,#9440F3
22.783482,-5.0921397,#9440F3
16.792921,10.790972,#CC6D3D
17.246592,16.737272,#D6221D
16.847496,10.857492,#CC6D3D
17.132252,10.68081,#806B19
18.349247,7.932431,#D9C566
18.137663,8.621651,#FFB307
18.258276,6.6937733,#FF9F2C
26.249382,16.086166,#FFFF00
18.199457,6.679043,#FF9F2C
17.218485,11.834056,#BF480D
17.232288,7.169131,#D6C300
16.986792,10.581356,#CC6D3D
17.451145,7.050591,#FF9F2C
16.859436,10.895837,#CC6D3D
18.226849,6.65053,#FF9F2C
18.18713,6.6890755,#FF9F2C
18.593786,10.560857,#B95541
18.333185,6.497552,#FF9F2C
18.67217,8.750626,#D9C566
18.31873,6.507794,#FF9F2C
18.320156,6.467824,#FF9F2C
18.30555,6.489874,#FF9F2C
18.1183,6.847487,#FF9F2C
17.922865,10.450139,#B95541
17.650215,7.0380282,#FF9F2C
17.217281,7.1314254,#D6C300
16.993912,11.387794,#CC6D3D
17.704292,11.773524,#FFBB33
18.29147,7.2725654,#FF9F2C
18.329243,6.4844503,#FF9F2C
16.6873,7.7809954,#FFDF11
18.780397,10.047881,#B95541
18.370077,7.838052,#FFB307
18.320728,8.541276,#FFB307
17.082142,10.61865,#806B19
17.056229,10.837728,#CC6D3D
17.768738,7.63184,#FF9F2C
16.878426,10.765613,#CC6D3D
18.536503,8.768792,#D9C566
16.901995,10.852062,#CC6D3D
26.190435,15.971721,#FFFF00
18.244587,6.5215793,#FF9F2C
18.197464,6.706328,#FF9F2C
20.28237,9.810267,#802600
17.898829,7.195009,#FF9F2C
14.400676,15.643333,#ED4C50
17.70342,11.713102,#FFBB33
18.294146,6.5855727,#FF9F2C
18.207857,6.709742,#FF9F2C
17.837893,6.409429,#FF8011
19.276196,9.332139,#BF8219
19.82676,10.036012,#994C00
26.127203,16.073936,#FFFF00
18.852089,10.438981,#C77767
19.129335,10.297157,#C77767
15.106039,15.244067,#FF2F7E
18.192438,6.490415,#FF9F2C
18.7951,9.662821,#C11331
18.82189,10.44387,#C77767
19.980284,10.038923,#994C00
18.287811,8.178417,#FFB307
18.661009,10.544652,#C77767
18.376799,7.1472464,#FF9F2C
19.77432,10.437463,#A81111
18.771818,9.5157995,#C11331
17.555773,7.3333564,#D6C300
18.271704,6.757774,#FF9F2C
16.862122,10.832171,#CC6D3D
18.479658,7.428489,#FFB307
26.189602,16.072483,#FFFF00
16.879175,10.767108,#CC6D3D
16.945913,11.379127,#CC6D3D
17.200054,7.176403,#D6C300
18.39465,7.756054,#FFB307
17.37802,9.65318,#BF9F00
17.69531,10.385265,#B95541
18.38418,6.5644646,#FF9F2C
17.293236,10.502614,#806B19
18.34433,6.4803696,#FF9F2C
26.195604,16.046106,#FFFF00
16.798035,10.813958,#CC6D3D
16.951529,10.837635,#CC6D3D
16.911823,10.823111,#CC6D3D
16.9402,11.181779,#CC6D3D
16.958372,11.773935,#BF480D
16.85843,10.794164,#CC6D3D
16.885994,11.725336,#BF480D
16.894287,11.672383,#BF480D
16.93815,10.890551,#CC6D3D
